,,Healthy,Healthy,Healthy,Stroke,Stroke,Stroke
,accuracy,precision,recall,f1-score,precision,recall,f1-score
Model Multi-Layer Perceptron,0.8987146529562982,0.964200477326969,0.8287179487179487,0.8913403199117484,0.8491418247515808,0.9690721649484536,0.8906560636182903
Model K-Nearest Neighbors,0.8987146529562982,0.964200477326969,0.8287179487179487,0.8913403199117484,0.8491418247515808,0.9690721649484536,0.9051516610495908
